Upstream commit,Date,Summary,Paths touched,Decision,Notes
91f249faaf661213f72c836f569ffac6c9ce39ab,2024-10-02,(RWSets) fix mlog,src/Rose/Diagnostics/Diagnostics.C src/midend/programAnalysis/ReadWriteSetAnalysis/LocalRWSetGenerator.C src/midend/programAnalysis/ReadWriteSetAnalysis/Name2Node.C src/midend/programAnalysis/ReadWriteSetAnalysis/ReadWriteSetRecords.C src/midend/programAnalysis/ReadWriteSetAnalysis/VxUtilFuncs.C src/midend/programAnalysis/ReadWriteSetAnalysis/VxUtilFuncs.h tools/ReadWriteSetGeneration/LocalRWSetGeneratorMain.C tools/ReadWriteSetGeneration/Name2NodeMain.C tools/ReadWriteSetGeneration/TestabilityGraderMain.C,drop,ReadWriteSetAnalysis/Generation and Rose diagnostics are dropped in REX.
964b2f097c6743c6d7a99fc718278406b86d6193,2024-10-03,(RWSets) fixed typo,src/Rose/Diagnostics/Diagnostics.C,drop,Rose diagnostics dropped in REX.
3a4a830c09a4c6cc6f53958fbfdd63e73df499d3,2024-10-04,(Doxygen) Generate XML output; scan a few .C files,docs/Rose/rose.cfg.in,pick,Already present in docs/Rose/rose.cfg.in (GENERATE_XML=YES and sageInterface.C/sageBuilder.C inputs).
65069f64c2a994027df5f3b644de49fada2e1490,2024-10-04,(Jovial) Enum on partial include,src/frontend/Experimental_Jovial_ROSE_Connection,drop,Jovial components dropped in REX.
be673c7ffef262d9e997fd88f7a1b511950431ee,2024-10-04,(Release) Incremented version to 0.11.145.151,ROSE_VERSION,pick-partial,ROSE_VERSION already 0.11.145.195; skipped EDG_VERSION/configure/SCM_DATE.
b0153940338e16fdba4f8ff234beb53df63e0f34,2024-10-09,(SideEffectAnalysis) Add dataflow info for Modifications.,src/midend/astUtil src/midend/programAnalysis/pointerAnal,pick,Already present via later SideEffectAnalysis/AstInterface updates.
e7ea62772223f20f99dd7ea5e64e391afca0e453,2024-10-09,(Jovial) Implement MAXINTSIZE IntegerMachineParameter,src/frontend/Experimental_Jovial_ROSE_Connection,drop,Jovial components dropped in REX.
91a7104c8fba40282f4d210814415365c26f100a,2024-10-09,(Libadalang) GenericFormalTypeDecl + GenericPackageDecl + PackageRenamingDecl,src/frontend/Experimental_Ada_ROSE_Connection,drop,Ada/Libadalang components dropped in REX.
dbc7f1ec207db04aa4eea2f393aff3dfeb9a8493,2024-10-09,(Libadalang) More safeties,src/frontend/Experimental_Ada_ROSE_Connection,drop,Ada/Libadalang components dropped in REX.
8f9157f4a323ec559c0d98e250c435a72dcd5d22,2024-10-09,(Libadalang) Short Circuits + ada_subp_renaming_decl + ada_private_type_decl,src/frontend/Experimental_Ada_ROSE_Connection,drop,Ada/Libadalang components dropped in REX.
c8b7d6777c2a0025b5c1f8e2947e7daa4a915e65,2024-10-09,(Libadalang) Clauses + getFullName + identifier work,src/frontend/Experimental_Ada_ROSE_Connection,drop,Ada/Libadalang components dropped in REX.
c613f2d84a0d16287251c59a28ef1d87584ec3ac,2024-10-09,(Libadalang) Many small fixes + more non-function calls + incomplete type decls,src/frontend/Experimental_Ada_ROSE_Connection,drop,Ada/Libadalang components dropped in REX.
ce38ec93becc346f6c7a2b3a60331dd6e33844db,2024-10-09,(Libadalang) ada_protected_type_decl,src/frontend/Experimental_Ada_ROSE_Connection,drop,Ada/Libadalang components dropped in REX.
9829f34ed9c32c807b5e78146f44071b72ac5469,2024-10-09,(Libadalang) MembershipExpr + ErrorStmt + more instantiations,src/frontend/Experimental_Ada_ROSE_Connection,drop,Ada/Libadalang components dropped in REX.
16e2cfa6a2175c7daa0f600331de28914b9591c0,2024-10-09,(CMake) Fix cmake compile tests,CMakeLists.txt src/CMakeLists.txt,pick,Already present: tests dir auto-enable guard and rose_config_installed_cppflags without -std=c++14.
4c6f2c04c39174ba85fb236d27f657d0977d866a,2024-10-09,(Engineering) Update Mac for clang version 16.0.0,config,drop,Autotools config scripts; ignored per guide.
375772cf39a5be35b2d37a451b04f553ab2f0179,2024-10-09,(CMake) Add RHEL 9 quadmath path to search paths,CMakeLists.txt,pick,Already present: CMAKE_CXX_STANDARD=17 and quadmath search path updates.
51d197e023321d6cd94df00d2b315fe5ba06c6ce,2024-10-09,(CMake) Restore CXX lang to 14,CMakeLists.txt,drop,REX requires C++17 with LLVM 20; keep CMAKE_CXX_STANDARD=17.
01c5b06c64671a5c76671f61d34369b6431abec0,2024-10-09,(cleanup) Unparse_ExprStmt::unparseVarDeclStmt,src/backend/unparser/CxxCodeGeneration,pick,Already present: unparseVarDeclStmt.C and helpers.C refactor.
05ca3356d791ffbdb1bc71be21898c44d1422e1d,2024-10-09,(cleanup) Move C++ initializer unparsing to separate files,src/backend/unparser/CxxCodeGeneration,pick,Already present: unparseAggrInit.C/unparseCtorInit.C and related splits.
654bd8a22fc7d198ff9c7eb1d7dd43e6b6a35fb8,2024-10-09,(Jovial) Implement BYTEPOS IntegerMachineParameter,src/frontend/Experimental_Jovial_ROSE_Connection,drop,Jovial components dropped in REX.
c6f82f21f5420effcfb78f34c3a5aae495cf69a4,2024-10-09,(Release) Incremented version to 0.11.145.152,ROSE_VERSION,pick-partial,ROSE_VERSION already 0.11.145.195; skipped EDG_VERSION/configure/SCM_DATE.
63d0d6d804c7deeeec2343ef75f66d9b5b223758,2024-10-11,(CMake) Improve Ada support configuration checks,CMakeLists.txt,drop,Ada support dropped in REX; avoid GNAT/BOOST env checks.
b9658816718ccb9ec985c5be000096fab6e22adc,2024-10-11,(CMake) Define additional Ada-related macros,CMakeLists.txt src/CMakeLists.txt src/frontend/Experimental_Ada_ROSE_Connection,drop,Ada support dropped in REX.
0237ca4e5d97caf5e0c9a3935f2f1fd30d54a6d1,2024-10-11,(CMake) Undo ROSE_EXPERIMENTAL_ADA_ROSE_CONNECTION define,CMakeLists.txt src/frontend/Experimental_Ada_ROSE_Connection,drop,Ada support dropped in REX.
2b9100f396da43884dfcf02cd481c2d2609eb4af,2024-10-11,(CMake) Install asis_adapter and link asis/adapter/gnat at runtime,src/frontend/Experimental_Ada_ROSE_Connection tools,drop,Ada support dropped in REX; skip asis_adapter changes.
297cc92a89fe39a1478661fb712bd398ff5c6c81,2024-10-11,(Castor) Expose normalization passes in CodeThorn,tools/CodeThorn,drop,CodeThorn dropped in REX.
99f7a86f8f8013643c0e7d374bf48b21e20a7fa9,2024-10-11,(Jovial) Implement MININT IntegerMachineParameter,src/frontend/Experimental_Jovial_ROSE_Connection,drop,Jovial components dropped in REX.
2b9ccdd9625d958e0ad9e83f3cd797cc8ccf3f6b,2024-10-11,(SageInterface) replaceStatement uses moveUpInnerDanglingIfEndifDirective on oldStmt,src/frontend/SageIII/sageInterface/sageInterface.C,pick,Already present: moveUpInnerDanglingIfEndifDirective(oldStmt).
aae435a0c795962773d14192655de81ea7383ddc,2024-10-11,(Jovial) Implement FLOATPRECISION IntegerMachineParameter,src/frontend/Experimental_Jovial_ROSE_Connection,drop,Jovial components dropped in REX.
e67b3e03e9a631ee288cec2ce0b0a83aa79df136,2024-10-11,(Release) Incremented version to 0.11.145.153,ROSE_VERSION,pick-partial,ROSE_VERSION already 0.11.145.195; skipped EDG_VERSION/configure/SCM_DATE.
7ac5a7e849278f844cad5e5ec559957437cb1d49,2024-10-11,(Libadalang) Fallback paths for types in standard,src/frontend/Experimental_Ada_ROSE_Connection src/frontend/SageIII/sageInterface,drop,Ada/Libadalang components dropped in REX.
a92d2d0fe697514228ff925591b6d73eeda88d91,2024-10-13,(Jovial) Implement MINSTOP IntegerMachineParameter,src/frontend/Experimental_Jovial_ROSE_Connection,drop,Jovial components dropped in REX.
04af6e407bb9979a0e9853e95c64b48bb4d5b378,2024-10-13,(CMake) Add quadmath compilation option,CMakeLists.txt,pick,Already present: INCLUDE_QUADMATH option and gated quadmath search.
85bc2a3809f0fcc78abb55db3963346203ba7a87,2024-10-13,(CMake) Add CPP standard to rose-config,src/CMakeLists.txt,pick,Already present: ROSE_CXXFLAGS includes CMAKE_CXX_STANDARD.
1dfaf5f2d286b7519a08138c13fb6361e6c32f55,2024-10-13,(CMake) Make INCLUDE_QUADMATH depend on EDG,CMakeLists.txt,drop,EDG dropped in REX; avoid EDG dependent cmake options.
c341e188a796695a1cecc6ee3a0239ddb98ba8ed,2024-10-13,(Jovial) Implement MAXSTOP IntegerMachineParameter,src/frontend/Experimental_Jovial_ROSE_Connection,drop,Jovial components dropped in REX.
67ac24dfa6430e443f6806f8a6f0e18de1859bf7,2024-10-13,(Release) Incremented version to 0.11.145.154,ROSE_VERSION,pick-partial,ROSE_VERSION already 0.11.145.195; skipped EDG_VERSION/configure/SCM_DATE.
0caddcb595c8b8750fc08a61cd2a69ea222cc7ef,2024-10-13,(Jovial) Implement MAXFIXEDPRECISION IntegerMachineParameter,src/frontend/Experimental_Jovial_ROSE_Connection src/3rdPartyLibraries/experimental-jovial-parser,drop,Jovial components dropped in REX.
34ac9a5c20c4f1a04f82eb0790b758a664efc771,2024-10-14,(Jovial) Implement FLOATRADIX IntegerMachineParameter,src/frontend/Experimental_Jovial_ROSE_Connection,drop,Jovial components dropped in REX.
1ac5a667a6abb017ab21171342651b65725818fa,2024-10-15,(Release) Incremented version to 0.11.145.155,ROSE_VERSION,pick-partial,ROSE_VERSION already 0.11.145.195; skipped EDG_VERSION/configure/SCM_DATE.
3f3e2b67da6928c84a10f1a8154d0b677c0dfee8,2024-10-15,(Engineering) Fixed compiler warnings in OFP,src/frontend/OpenFortranParser_SAGE_Connection/FortranParserActionROSE.C,pick,Already present: unused-parameter cleanup in FortranParserActionROSE.C.
da31d2794b242d8b4bf3344308d0aed6fc3c7c51,2024-10-16,(Libadalang) Many more node kinds,src/frontend/Experimental_Ada_ROSE_Connection,drop,Ada/Libadalang components dropped in REX.
9c777084bd266166b037b5bd837d9c02e9878111,2024-10-16,(Libadalang) Fixing ada_select_stmt and ada_string_literal,src/frontend/Experimental_Ada_ROSE_Connection,drop,Ada/Libadalang components dropped in REX.
66e0839dd29e27fb2a4d63fb493543b89eae499e,2024-10-16,(Release) Incremented version to 0.11.145.156,ROSE_VERSION,pick-partial,ROSE_VERSION already 0.11.145.195; skipped EDG_VERSION/configure/SCM_DATE.
d63acb101e1d260ab9fe6c7f9e0822c191380f10,2024-10-16,(bugfix) support replace expressions on renamings (Ada),src/frontend/Experimental_Ada_ROSE_Connection src/backend/unparser/AdaCodeGeneration src/frontend/SageIII/sageInterfaceAda,drop,Ada support dropped in REX.
da1362633bc5ee1312bf538f7045f5a7c3b62181,2024-10-17,(RWSets) Fixed output bug,tools/ReadWriteSetGeneration,drop,ReadWriteSetGeneration tools removed in REX.
ec1792718f87574d73784bbdf85999a6e5573e1e,2024-10-17,(Jovial) Implement FIXEDPRECISION IntegerMachineParameter,src/frontend/Experimental_Jovial_ROSE_Connection,drop,Jovial components dropped in REX.
ad29407bbd7b63f181aa76c8a67b01cc9228d82c,2024-10-17,(Engineering) Fixed compiler warnings in OFP,src/frontend/OpenFortranParser_SAGE_Connection/FortranParserActionROSE.C,pick,Already present: unused-parameter cleanup in FortranParserActionROSE.C.
d35d11a0dbfc096ec1eaab0c0fb04fe2381fc5ad,2024-10-17,(CodeThorn) ClassHierarchyAnalysis usability,tools/CodeThorn,drop,CodeThorn dropped in REX.
cf3c4e27f5d1a9511687b4530f04b01600ccd886,2024-10-17,(Release) Incremented version to 0.11.145.157,ROSE_VERSION,pick-partial,ROSE_VERSION already 0.11.145.195; skipped EDG_VERSION/configure/SCM_DATE.
9dec133b41e5c25cf46bdfac69fecee5815f36c1,2024-10-18,(Tup) Added missing files for ReadWriteSetAnalysis,src/midend/programAnalysis/ReadWriteSetAnalysis/Tupfile,drop,ReadWriteSetAnalysis removed in REX; Tup inventory only.
7e6f6a01d19b74e3b2b7cae7ec3b848b42ad6e91,2024-10-18,(Tup) Added missing files for Cxx unparsing,src/backend/unparser/CxxCodeGeneration/Tupfile,drop,Tup inventory only; not ported to CMake.
f39c9cc83b0c9220b751f2cde52020229651a901,2024-10-18,(Binary Analysis) Fixed SgType comparison bug,src/Rose/BinaryAnalysis,drop,BinaryAnalysis dropped in REX.
427952c142fa9f6e8fbb6589c245d1f381b5f9c5,2024-10-18,(Binary Analysis) VariableFinder tracks read/write for local vars,src/Rose/BinaryAnalysis tools/BinaryAnalysis src/Rose,drop,BinaryAnalysis dropped in REX; tools/BinaryAnalysis dropped.
5f0ef8ae411b586fc1b4a9992a467916953f8860,2024-10-18,(Binary Analysis) Moved some new Variable types; added accessors,src/Rose/BinaryAnalysis,drop,BinaryAnalysis dropped in REX.
3828b01e06492195b694f40de4928ab0030210e0,2024-10-18,(Binary Analysis) VariableFinder API improvements,src/Rose/BinaryAnalysis,drop,BinaryAnalysis dropped in REX.
3bcc655a51dfc70f9b4a07ed9f146d175e13f7d6,2024-10-18,(Generated) Updated enum-to-string functions,src/roseSupport/stringify.*,drop,src/roseSupport not present in REX.
58c61e42dee008e8847a84782b9a81d55446a36c,2024-10-18,(Binary Analysis) Moved stackDeltaIn values to attribute storage,src/Rose/BinaryAnalysis src/Sawyer src/backend/asmUnparser src/frontend/Disassemblers,drop,BinaryAnalysis and Sawyer dropped in REX.
ca04b00e7b5644f3e43dcf114bb5db2aa4451d85,2024-10-18,(Binary Analysis) Added SgAsmInstruction::frameDeltaIn,src/AstNodes/BinaryAnalysis src/ROSETTA src/frontend/Disassemblers,drop,BinaryAnalysis dropped in REX.
636696374e69027f71df3960bdbaaebd7718c97e,2024-10-18,(Tup) Fixed test runner so answer revalidation works,Tuprules.tup scripts/tup/run-test,drop,Tup/scripts dropped in REX.
2ec3da5cfc98c86e1c6ee05fd67afbf13b843f0b,2024-10-18,(Binary Analysis) Removed SgAsmInstruction::stackDeltaIn,src/AstNodes/BinaryAnalysis src/Rose/BinaryAnalysis src/frontend/Disassemblers,drop,BinaryAnalysis dropped in REX.
692898a5f2b5a84d9fa1badb7f1b2ed936758890,2024-10-18,(Binary Analysis) StackDelta tracks frame pointer,src/Rose/BinaryAnalysis,drop,BinaryAnalysis dropped in REX.
fc9daf4a1425dc0b491fd68861507dab109a5ae9,2024-10-18,(Binary Analysis) Unparser now shows stack frame deltas,src/Rose/BinaryAnalysis src/backend/asmUnparser,drop,BinaryAnalysis dropped in REX.
a45742bad34f3bb886e87fcfa69b1feed021b7c1,2024-10-18,(Binary Analysis) bat-dis has assembly command-line switches,tools/BinaryAnalysis,drop,BinaryAnalysis tools dropped in REX.
ad316c0250cba20f7b12429fde3c946bfbabe675,2024-10-18,(Binary Analysis) bat-var tool processes non-RBA files,tools/BinaryAnalysis,drop,BinaryAnalysis tools dropped in REX.
c56f81057466e90357a421195f48fdb2627d7ee0,2024-10-18,(Binary Analysis) StackVariable changed from frameOffset to stackOffset,src/Rose/BinaryAnalysis,drop,BinaryAnalysis dropped in REX.
1e919181c1f610a904eac7fd53cb827682ab30eb,2024-10-18,(Binary Analysis) Split BinaryAnalysis::Variables into parts,src/Rose/BinaryAnalysis,drop,BinaryAnalysis dropped in REX.
86c40de9dffffcc3376563999c39839e53ca3a02,2024-10-18,(Binary Analysis) Variable analysis uses stack and frame ptrs,src/Rose/BinaryAnalysis,drop,BinaryAnalysis dropped in REX.
68585628299d1b00c629e9124b14b418e982ac6c,2024-10-18,(Binary Analysis) fixed ambiguity in bat-dis tool,tools/BinaryAnalysis,drop,BinaryAnalysis tools dropped in REX.
f7956005a7847df345758211cc0c45609ea2372d,2024-10-18,(Binary Analysis) Improvements to local variable discovery analysis,src/Rose/BinaryAnalysis,drop,BinaryAnalysis dropped in REX.
91047b8d818e0ca7ff7c6a09582af4d728ff18a6,2024-10-18,(Binary Analysis) BaseSemantics::Dispatcher returned wrong registers,src/Rose/BinaryAnalysis,drop,BinaryAnalysis dropped in REX.
4aec4d3c101826b4353760a8320992e44702ccb1,2024-10-18,(Binary Analysis) Read/write sets examples and documentation,src/Rose/BinaryAnalysis tools/BinaryAnalysis docs,drop,BinaryAnalysis dropped in REX.
984bff1ac46aae129c70380ad1a5a64c86683cf8,2024-10-18,(Binary Analysis) Special handling when reading MIPS zero register,src/Rose/BinaryAnalysis,drop,BinaryAnalysis dropped in REX.
9854eb9f57bd8c4fe7e45b4aca75873efd3f64ef,2024-10-18,(Binary Analysis) Added self test for bat-rwsets,tools/BinaryAnalysis tests,drop,BinaryAnalysis dropped in REX.
480b1f9131ba78df3a09c3b112bf165ecb6aba7d,2024-10-18,(Binary Analysis) Delay slot; MIPS b insn; diagnostic improvements,src/Rose/BinaryAnalysis,drop,BinaryAnalysis dropped in REX.
10b350d52b142c2cb1a6176588cc2d4d5cb36ef7,2024-10-18,(automake) Export required AM_CONDITIONAL for separated tests,configure.ac,drop,Autotools inventory only; not ported to CMake.
1eea7d624a2b03ffe2b3cdae1d4e198577b2ce89,2024-10-18,(install) Install template definition sources,src/midend/astUtil/astSupport/Makefile_variables,drop,Autotools inventory only; not ported to CMake.
c8965138a24e478375833abb3c0986cc7aea3256,2024-10-18,(Binary Analysis) Improve ByteCode analysis architecture,src/Rose/BinaryAnalysis,drop,BinaryAnalysis dropped in REX.
d9bf2fb5d5b0e802409839fba7c46d32c9d7e6c1,2024-10-18,(CMake) Accurately report Ada environment variables,CMakeLists.txt,drop,Ada support dropped in REX.
b8f81dc8e225e399ef81784dd5f35994c9807d09,2024-10-18,(CMake) Add missing header files for Ada support install,CMakeLists.txt,drop,Ada support dropped in REX.
2f431e1d999642a6b5a037fca10b6f2f17fc10d0,2024-10-18,(Jovial) Implement INTPRECISION IntegerMachineParameter,src/frontend/Experimental_Jovial_ROSE_Connection,drop,Jovial components dropped in REX.
6a040f028fdce9b475b05efc8b15a9f614a93a3c,2024-10-18,(Release) Incremented version to 0.11.145.158,ROSE_VERSION,pick-partial,ROSE_VERSION already 0.11.145.195; skipped EDG_VERSION/configure/SCM_DATE.
0a7f329d63a04f8225124ce34aa30783146cbcef,2024-10-19,(CodeThorn) improve diagnostic output,tools/CodeThorn,drop,CodeThorn dropped in REX.
3ee98129c448c151b042d3b537bf6f7ef43d1863,2024-10-19,(Ada) support defining decls on discriminated types,src/frontend/Experimental_Ada_ROSE_Connection src/frontend/SageIII/sageInterfaceAda,drop,Ada support dropped in REX.
df0902b270e0e2c2c01e7c3d5117ed13cfd6547d,2024-10-20,(Release) Incremented version to 0.11.145.159,ROSE_VERSION,pick-partial,ROSE_VERSION already 0.11.145.195; skipped EDG_VERSION/configure/SCM_DATE.
3d077332f9acf1214a25a0510aecb49efb69e313,2024-10-20,(Jovial) Implement MAXBYTES IntegerMachineParameter,src/frontend/Experimental_Jovial_ROSE_Connection,drop,Jovial components dropped in REX.
124718d8f2e1c9a49fe3e026dfa3a85436ea5d08,2024-10-21,(Release) Incremented version to 0.11.145.160,ROSE_VERSION,pick-partial,ROSE_VERSION already 0.11.145.195; skipped EDG_VERSION/configure/SCM_DATE.
c60aedd399761f51b07463a45f92140af63db994,2024-10-21,(Jovial) Implement MAXBITS IntegerMachineParameter,src/frontend/Experimental_Jovial_ROSE_Connection,drop,Jovial components dropped in REX.
9b4fc4d270b6c67705c07bd57e7678fe33e6785d,2024-10-22,(Release) Incremented version to 0.11.145.161,ROSE_VERSION,pick-partial,ROSE_VERSION already 0.11.145.195; skipped EDG_VERSION/configure/SCM_DATE.
70c38b7b3459439217bc5f6d16024e69f349b8d0,2024-10-22,(CMake) Sync CMAKE_CXX_STANDARD with BLT_CXX_STD,CMakeLists.txt,drop,REX does not use BLT and enforces C++17; avoid C++14 default logic.
9a93cf43b018a3ed604196491c22b432fbd788c4,2024-10-23,(Release) Incremented version to 0.11.145.162,ROSE_VERSION,pick-partial,ROSE_VERSION already 0.11.145.195; skipped EDG_VERSION/configure/SCM_DATE.
3889da785e34146292470b1f9b8a1e801674ae38,2024-10-24,(Binary Analysis) Move SgAsm*.C files to correct location,src/Rose/BinaryAnalysis src/frontend/Disassemblers,drop,BinaryAnalysis dropped in REX.
002af2cb69a862ece9586c4a2e3cff07ac3ba80f,2024-10-24,(Binary Analysis) Reduce header dependencies for SgAsm*.C,src/Rose/BinaryAnalysis src/frontend/Disassemblers,drop,BinaryAnalysis dropped in REX.
2306702b27516beca7516ada32e743fbd0dbc75f,2024-10-24,(Binary Analysis) Remove architecture-specific expression unparsers,src/Rose/BinaryAnalysis,drop,BinaryAnalysis dropped in REX.
